Date,Open,High,Low,Close,Volume,Year,Month,Day,MA5,MA10,MA20,MA50,RSI,MACD,VWAP,Upper_band,Lower_band,OBV,+DI,-DI,ADX,ATR,Open_yes,High_yes,Low_yes,Close_yes,Volume_yes,Prev_Close
2020-05-18,114.60803,116.97897,114.48375,116.21415,4399162.0,2020,5,18,113.29062800000001,115.12045699999999,116.396748,110.54646228,30.962526770315634,-0.14243786323343954,120.62307177383182,123.07265742290234,109.72083857709767,11547424.0,-21.51985463770016,62.72138069517932,100.37181828735508,3.0462997857142855,110.83174,112.22753,110.18164,111.83556,5006470.0,111.83556
2020-05-19,115.86042,116.79733,114.8566,115.0,3390191.0,2020,5,19,113.093688,115.10898499999999,116.4517195,110.42848908,41.501266561118015,-0.011312433532339128,120.59251089645434,123.10123393227417,109.80220506772582,15946586.0,-12.38073483267013,68.66654276699609,105.87864601306671,3.221116214285714,114.60803,116.97897,114.48375,116.21415,4399162.0,116.21415
2020-05-20,115.61185,117.084129,115.29636,116.042068,4017372.0,2020,5,20,113.099424,114.89005599999999,116.6204575,110.47590768,34.1867598109861,-0.005305188797493088,120.56279555430153,122.91614249293448,110.32477250706552,12556395.0,-15.467919170808933,66.35616771493585,112.65790322152012,3.1521462142857146,115.86042,116.79733,114.8566,115.0,3390191.0,115.0
2020-05-21,115.66921,116.36711,113.73805,113.88145,4184941.0,2020,5,21,114.17973160000001,114.7189278,116.71940615000001,110.41108944,41.47636518108515,0.08258973159360039,120.53450938105533,122.90713509346128,110.53167720653875,16573767.0,-10.69756467979345,64.14084394489083,116.83905413319029,3.064055857142858,115.61185,117.084129,115.29636,116.042068,4017372.0,116.042068
2020-05-22,114.12046,114.21606,112.41874,113.18356,4373117.0,2020,5,22,114.59464559999999,114.51720679999998,116.61280955,110.43307783999998,44.04505523000286,-0.02184491176487313,120.49142567887515,122.92397289802008,110.3016462019799,12388826.0,-4.027623910514868,61.173727554080216,118.36408469296936,2.9670879285714284,115.66921,116.36711,113.73805,113.88145,4184941.0,113.88145
2020-05-26,115.96558,117.22753,115.68834,116.40536,5720888.0,2020,5,26,114.8642456,114.07743679999999,116.31022854999999,110.73097464,43.03852985408339,-0.15909011768088988,120.44230606140532,122.67208923103937,109.94836786896062,8015709.0,-5.847955362674127,60.725107218591255,118.6978109590948,2.9192864999999992,114.12046,114.21606,112.41874,113.18356,4373117.0,113.18356
2020-05-27,118.48949,120.29636,118.040154,120.019119,5990965.0,2020,5,27,114.9024876,113.99808780000001,116.11137604999999,110.99502843999998,48.42913814583116,-0.007795733510477021,120.40711862252682,122.17912653387984,110.04362556612014,13736597.0,-3.834034625702784,59.314382842151936,121.05268410673811,3.027862214285714,115.96558,117.22753,115.68834,116.40536,5720888.0,116.40536
2020-05-28,121.29063,121.38623,118.75717,119.053535,4095404.0,2020,5,28,115.9063114,114.5028677,116.07648100000002,111.50095562,54.0457379269461,0.3991056641559396,120.40360905855518,122.03983798761553,110.1131240123845,19727562.0,3.8058557334843783,61.364125491077026,121.71557378235912,3.1938002142857136,118.48949,120.29636,118.040154,120.019119,5990965.0,120.019119
2020-05-29,118.23136,119.62715,116.86424,119.40726,8294675.0,2020,5,29,116.50860480000001,115.34416819999998,115.87762805,111.84282932,55.81805049485999,0.6363281989184344,120.39531241740937,121.08147357454799,110.67378252545201,15632158.0,7.87517399379901,59.20186540136574,121.1270487583685,3.217017357142857,121.29063,121.38623,118.75717,119.053535,4095404.0,119.053535
2020-06-01,119.1587,120.21989,118.57552,119.39771,3003798.0,2020,6,1,117.61376679999998,116.1042062,115.8460791,112.25105092,53.54096332198051,0.8431520857104857,120.38316580319466,120.95041679416252,110.74174140583747,23926833.0,3.9723939136235042,62.01128127155273,120.41738703973243,3.2661845000000005,118.23136,119.62715,116.86424,119.40726,8294675.0,119.40726
